,status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
31533,1250607991650312192,634679487,2020-04-16T02:12:35Z,CP_GKP,भाईजान की बात तो मान लो #Covid_19 https://t.co/r8SrZ9d4hs,Twitter for Android,,,,True,False,1480,0,IN,"Noida, India",city,215,449,,2012-07-13T14:09:43Z,False,hi
31557,1250608033098395648,1003683374,2020-04-16T02:12:44Z,TOMESHDAMAHE,"मरने के बाद तुम्हारी गिनती न हिंदु में होगी न मुसलमान में न सिख , न ईसाई में 
सिर्फ हिंदुस्तान में कोरोना संक्रमण से किंतने मरे 
उसमें होगी जिम्मेदार बनें।
भारत सरकार की गाइडलाइन का पालन करे घर मे रहे । 
#Covid_19",Twitter for Android,,,,False,False,3630,1,IN,"Waraseoni, India",city,448,690,,2012-12-11T09:29:56Z,False,hi
32166,1250608764769591299,15389523,2020-04-16T02:15:39Z,vishalcanberra,"So good to see you @freya_cole (and found you on @Twitter). @BBCWorld excellent coverage of a lighter side of #Covid_19 ... peeps, #StayHome #StaySafe https://t.co/DZtoCWLOhC",Twitter for Android,,,,True,False,2602,0,IN,"Etawah, India",city,1028,622,,2008-07-11T09:20:50Z,False,en
32399,1250609075475357696,3314850980,2020-04-16T02:16:53Z,DHARMEN32643366,"#OnlineEvents
#Corona_Ko_Harana_Hai_Desh_Ko_Bachana_Hai 
#CoronavirusLockdown 
#Covid_19 
#Lockdown2 
#कोरोना 
#CoronaFighters 
#CoronaWarriors 
@narendramodi 
@myogioffice 
@dmvaranasi2016 
@OfficeOfGSS 
@tripathibd https://t.co/NJrBAwWgVn",Twitter for Android,,,,False,False,1216,0,IN,"Varanasi, India",city,89,2285,,2015-08-14T07:40:00Z,False,und
32438,1250609136313614336,1246682194635935744,2020-04-16T02:17:07Z,evol_peed,"Just focus on your goal everything else will happen automatically
Use these social magical links to reach me....
YouTube:https://t.co/2EPjVLF90T
Instagram:
https://t.co/luns987ZVX
Facebook Page:
https://t.co/W0Zy75keNc
#music #musicdirector #musiclover #art  #Lockdown2 #Covid_19 https://t.co/8RVQxlbAgZ",Twitter for Android,,,,False,False,6,0,IN,"Jalandhar, India",city,5,6,,2020-04-05T06:13:02Z,False,en
32623,1250609339145977856,1910057851,2020-04-16T02:17:56Z,Abhishek1seven,"American taxpayers provided between $400 million and $500 million per year to the WHO. In contrast, China contributes roughly $40 million a year, or even less,"" Trump said Tuesday.

#WHOLiedPeopleDied #WHO #Trump #whofunding #Americans #ChinaVirus #Covid_19 https://t.co/hohuS2yXtO",Twitter for Android,,,,False,False,8291,1,IN,"Karchana, India",city,144,441,,2013-09-27T04:16:01Z,False,en
32656,1250609372033454082,878211119277457412,2020-04-16T02:18:04Z,Lucky_k_saini,"कोरोना वायरस भारत की दूसरे नंबर की सबसे बड़ी समस्या है।

जाहिल जमाती अभी भी पहले नंबर पर बना हुआ है।

#jahiljamati 
#Coronavirus",Twitter for Android,,,,False,False,7936,0,IN,"Rajasthan, India",admin,300,94,,2017-06-23T11:20:22Z,False,hi
32746,1250609471371395072,1227324577,2020-04-16T02:18:27Z,SpeakingShiva,"""UK government says care homes will allow people to visit dying family members"" #COVID19 https://t.co/sB9QFmb3wh",Twitter for Android,,,,False,False,4639,1,IN,"Madhya Pradesh, India",admin,445,191,,2013-02-28T11:18:39Z,False,en
32765,1250609486512996354,1542587876,2020-04-16T02:18:31Z,Ranajdu,#StayHome #Lockdownextention #Covid_19 @prabhatkhabar @NitishKumar @RCP_Singh @BashisthaNarain @neerajkumarmlc @sanjaykumarjdu @Jduonline @PravasiJDU @ajit_patel_jdu https://t.co/T8vxkarLgn,Twitter for iPhone,,,,False,False,1923,0,IN,"Darbhanga, India",city,811,356,,2013-06-24T05:47:25Z,False,und
32836,1250609582671564800,199259545,2020-04-16T02:18:54Z,MeraciousManan,"Cricket fanatics, who was a better spinner: 🏏
#cricket #COVID19 #poll #legend",Twitter for Android,,,,False,False,433,0,IN,"Mumbai, India",city,37,34,,2010-10-06T12:32:38Z,False,en
32842,1250609588153405442,941212824344207360,2020-04-16T02:18:55Z,KumarVi41658497,"#IndiaFightsCorona 
#StayHomeStaySafe 
Be Happy Don't Panic
Be a Warrior to fight against #Covid_19 
Good Morning ...
@BJP4Jharkhand
@OmMathur_bjp
@dasraghubar 
@SameerOraon16
@Yadunath52
@SharmaKhemchand 
@dineshprit20 
@VikramChandrak9 
@chitrasahu9 
@DhananjayPutush https://t.co/Fm3c0Kj7Z6",Twitter for Android,,,,False,False,51624,1,IN,"Jamshedpur, India",city,666,293,,2017-12-14T07:46:39Z,False,en
32899,1250609635817476102,294998026,2020-04-16T02:19:07Z,AMITSHANDILYA6,"We are all in this together fighting against COVID-19. Stay Home, Stay Healthy. Save the world.
#CoronaWillEndSoon #CoronaStopKaroNa #Covid_19 #motivation #Followtheinstructions https://t.co/WoZ8VGzRVQ",Twitter for Android,,,,False,False,166,1,IN,"Patiala, India",city,78,82,,2011-05-08T05:23:04Z,False,en
32967,1250609729610452994,541625472,2020-04-16T02:19:29Z,BTR_KTR,"Health does not always come from medicine, most of the time it comes from peace of mind, peace in heart, peace in the soul. It comes from laughter and love.
#StayHomeStaySafe 
#LockdownTelangana",Twitter for iPhone,,,,False,False,24851,4,IN,"Hyderabad, India",city,19238,371,,2012-03-31T10:25:46Z,False,en
33076,1250609865627594752,2286417703,2020-04-16T02:20:01Z,BLRrocKS,@MPRBJP Thanks to #coronavirus ಅಲ್ವಾ.... ಅಣ್ಣಾ,Twitter for Android,1.2506092830345708e+18,9.422654940856893e+17,MPRBJP,False,False,77103,0,IN,"Bengaluru South, India",city,5063,149,,2014-01-11T10:18:31Z,False,und
33146,1250609936691793920,1904288922,2020-04-16T02:20:18Z,Gurkirtan_77,"#SaintMSG  always Inspires Everyone to Serve Humanity Selflessly by following the Footsteps of Saint Dr MSG Ji #DeraSachaSauda Followers are helping the Poor people by Providing food in this Pandemic due to #Covid19 
#IndiaFightsCorona https://t.co/d3HYSnNPKY",Twitter for Android,,,,False,False,16240,1,IN,"Rajpura, India",city,164,22,,2013-09-25T13:55:20Z,False,en
33249,1250610050906775553,1227324577,2020-04-16T02:20:46Z,SpeakingShiva,"""Coronavirus: World surpasses two million confirmed cases"" #Coronavirus https://t.co/y8EzpE5zE8",Twitter for Android,,,,False,False,4647,1,IN,"Madhya Pradesh, India",admin,446,191,,2013-02-28T11:18:39Z,False,en
33447,1250610294931353600,476044983,2020-04-16T02:21:44Z,chavalitarun,"Ration at your door step.

#YSJaganCares 
#APFightsCorona 
#StayHomeStaySafe https://t.co/eizbbr0qDb",Twitter for iPhone,,,,False,False,1640,0,IN,"Andhra Pradesh, India",admin,68,928,,2012-01-27T18:20:40Z,False,en
33457,1250610304138055687,958527429533949952,2020-04-16T02:21:46Z,Nitin_panwar_,"जिस घर को बनाने में
ज़िंदगी लगा दी,
उसी घर में रहकर
बेचैन है इंसान!

~ अज्ञात
#lockdownindia 
#StayHomeStaySafe 

@sonalgoelias @vijeshlunawat @Ramesh_Mendola @panwar_smita @Nitin_panwar_ @indianontop",Twitter for Android,,,,False,False,26249,1,IN,"Madhya Pradesh, India",admin,383,399,,2018-01-31T02:28:42Z,False,hi
33602,1250610479946436610,738339276367265793,2020-04-16T02:22:28Z,GandamallaSai,"Health does not always come from medicine, most of the time it comes from peace of mind, peace in heart, peace in the soul. It comes from laughter and love.
#StayHomeStaySafe 
#LockdownTelangana",Twitter for Android,,,,False,False,1000,0,IN,"Warangal-Hamamkonda, India",city,35,603,,2016-06-02T11:59:35Z,False,en
33771,1250610702840213504,494815339,2020-04-16T02:23:21Z,Harshupandya,"#Doctors और Medical staff की respect करें, उनके साथ सहयोग करें, यह हमारे रियल Super Heros हैं, उनके साथ बदतमीजी न करें क्योंकि इनका मनोबल गिरा तो #covid19 का मनोबल ऊँचा हो जायेगा और हम सब का मनोबल गिर जायेगा..

 #jahiljamati #lockdown 
@YogiDevnathji 
@ipumrao 
@i_m_yuvraj https://t.co/tvnusewFCJ",Twitter for Android,,,,False,False,27682,14,IN,"Malpur, India",city,4132,5002,,2012-02-17T08:57:41Z,False,hi
34041,1250611021816819718,160127686,2020-04-16T02:24:37Z,mkrushna,"#CoronaHaaregaIndiaJeetega #OdishaFightsCoronaVirus 
#RIL @ril_foundation #COVID19 relief initiatives in #Odisha  #JioTogether #RILforIndia https://t.co/cd07QllWHh",Twitter for Android,,,,True,False,26866,1,IN,"Bhubaneshwar, India",city,494,694,,2010-06-27T07:37:30Z,False,en
34205,1250611208547233792,1134443065098194944,2020-04-16T02:25:22Z,Himanshujaangir,"#IndiaFightsCorona
The Modi Govt is continuously and rigorously working to combat COVID-19. Salute to @narendramodi  sir.
We definitely Win 💪🙏
#COVID19 #COVID #IndiaFightsCorona #IndiaTrustsPmModi #ModiHaiTohMumkinHai #ModiLeadingTheWorld https://t.co/tS2Kzy2uCW",Twitter for Android,,,,False,False,1535,0,IN,"Rajasthan, India",admin,22,17,,2019-05-31T12:54:38Z,False,en
34419,1250611487371980801,779491698061619200,2020-04-16T02:26:28Z,ChaurasiaMonica,#Quarantine #StayHomeStaySafe #covidindia #covidindia #coronavirusindia https://t.co/FxzwTIb4Xo,Twitter for Android,,,,False,False,113,0,IN,"Ajmer, India",city,9,74,,2016-09-24T01:24:37Z,False,und
34573,1250611654141767680,558596427,2020-04-16T02:27:08Z,iamamenon,History if Congress comes to power would report the single most contributor to #Covid_19 in India as some single source and link it to Aryan race too. https://t.co/tZUsho76Mc,Twitter for Android,,,,True,False,14605,0,IN,"Haveli, India",city,91,447,,2012-04-20T10:32:54Z,False,en
34804,1250611944442130432,324867270,2020-04-16T02:28:17Z,kishoregoudTRS,"#QuarantineActivities #StayAtHome #StaySafeStayHealthy #SocialDistancing #Covid_19 #lockdown #WednesdayMotivation 

#JaiKCR #JaiTelangana 
@MPsantoshtrs @UN @UNDP @UNEP https://t.co/EF4R8bQLI0",Twitter for Android,,,,False,False,6719,1,IN,"Hyderabad, India",city,1302,738,,2011-06-27T10:35:04Z,False,und
35285,1250612404527837185,407549534,2020-04-16T02:30:07Z,sanjayvaoffice,"आदरणीय @PMOIndia @narendramodi @AmitShah जी पाकिस्तान ने मदद मांगी है करनी ही है तो बदले में क्या देगा @ImranKhanPTI हमारा POK देंगे तो बात की जा सकती है
#Covid_19 दवाई तो अमेरिका भी ले रहा है",Twitter for Android,,,,False,False,14797,2,IN,"New Delhi, India",city,2101,2902,,2011-11-08T06:50:08Z,False,hi
35715,1250612897568354304,73919911,2020-04-16T02:32:04Z,anilsharmaa,"@DC_Gurugram Gurugram administration is doing commendable work in fighting #COVID19 pendemic , coming up with drive in testing facility is a smart and innovative solution to such a complex problem. @cmohry",Twitter for Android,1.2503554539611955e+18,9.044505152405996e+17,DC_Gurugram,False,False,13401,0,IN,"Gurgaon, India",city,180,243,,2009-09-13T16:44:35Z,False,en
35727,1250612908213653505,2562545743,2020-04-16T02:32:07Z,gpsatpathytwits,"Gonna be another gloomy day/morning for the Indian markets. 

SGX DOWN
NASDAQ DOWN
DOW FUT DOWN
S&amp;P DOWN
ASIA DOWN

Hope some positive sentiments will kick in at some point of the day. #StockMarket #COVID19",Twitter for Android,,,,False,False,186,0,IN,"Cuttack, India",city,101,1848,,2014-06-12T02:47:14Z,False,en
35834,1250613053772701697,1106071454783860737,2020-04-16T02:32:41Z,AnkitBagdi8,"एक व्यक्ति कोरोना से मर गया
परलोक में उसने प्रभु से पुछा 
प्रभु आप मुझे बचाने क्यूँ नही आये

प्रभु बोले-प्यारे 
कभी PM बनकर,कभी CM, कभी पुलिस,कभी नगर कर्मचारी बनकर कई बार बताने आया कि घर बैठ जा,बच जायेगा।
अब तू कौन सा अर्जुन है जो तुझे विराट रूप दिखाता।#COVID19 @narendramodi",Twitter for iPhone,,,,False,False,18130,0,IN,"Mhow, India",city,1723,463,,2019-03-14T05:55:59Z,False,hi
36220,1250613482002673664,802008354310811648,2020-04-16T02:34:24Z,PradeepPulpTech,"🙏 Good 🌅 Honourable Sir 🌹
Can we effectively hold China?
In 🌐 village everyone is subset of each other.
Certainly I am of the same opinion. Irresponsibility by @UN permanent member #China can not be ignored .
Now is the time to realise the true drive of @makeinindia #Covid_19 https://t.co/wJTaTXnWKg",Twitter for Android,,,,True,False,1024,0,IN,"Assam, India",admin,70,87,,2016-11-25T04:37:47Z,False,en
36286,1250613564336824321,716096097358209024,2020-04-16T02:34:43Z,deepak_mragwani,"@_Ajayks Sant Shri Asharamji Bapu established Yuwa seva Sangh, Mahila Utthan Mandal .These organizations provide food or basic essentials to poor peoples at this critical time of #CoronavirusPandemic.
#लॉकडाउन_में_सेवापरायण_आशारामजी_आश्रम 
https://t.co/UFKqX10Z8W",Twitter for Android,1.250610123225002e+18,8.927378851029074e+17,_Ajayks,False,False,219230,62,IN,"Rajasthan, India",admin,10004,5656,,2016-04-02T02:53:08Z,False,en
36468,1250613758554071041,746912916943798272,2020-04-16T02:35:29Z,DashGangadhar,"People with disabilities must often rely on others for help with daily tasks. #COVID19 confinement regulations should ensure that support is available theme . #WeAreAllInThisTogether 
#Standup4HumanRights",Twitter for Android,,,,False,False,71801,0,IN,"Orissa, India",admin,196,669,,2016-06-26T03:48:11Z,False,en
36556,1250613855295848450,1230563636680089601,2020-04-16T02:35:53Z,MauliGholap,"#COVID19outbreak 
#StayHomeStaySafe 
#CoronaInMaharashtra https://t.co/cWjmoTfvaH",Twitter for Android,,,,False,False,23,0,IN,"Daund, India",city,2,9,,2020-02-20T18:43:41Z,False,und
36580,1250613887419867138,1250354770658775043,2020-04-16T02:36:00Z,Aglocomcorp,"Here’s to more beautiful messages like these! #Covid19India #COVID19 
#StayHomeSaveLives https://t.co/iRl6tJLPoB",Twitter for iPhone,,,,True,False,0,0,IN,"Rajendra Nagar, India",city,0,3,,2020-04-15T09:26:31Z,False,en
36596,1250613906533347330,214015566,2020-04-16T02:36:05Z,nelakurthyreddy,District wise break up on status of positive cases of #corona in Telangana state as on 15.04.2020. #COVID19india #StayHomeStaySafe  #HandstandChallenge #lockdown https://t.co/TQg0jZwnrd,Twitter for Android,,,,False,False,422,0,IN,"Rajendra Nagar, India",city,418,68,,2010-11-10T10:39:44Z,False,en
36835,1250614224700575744,925151611,2020-04-16T02:37:21Z,bholesom,#COVID19 #GareebKalyanForCOVID19 https://t.co/037B4qROHB,Twitter for Android,,,,False,False,1039,0,IN,"Faizabad, India",city,75,126,,2012-11-04T11:11:50Z,False,und
37007,1250614421572870144,147060900,2020-04-16T02:38:08Z,replytorajeev,@manojkjhadu मनोज तुम कितने निम्न सोच के हो इसका इसी से पता चलता है। एक समुदाय विशेष के द्वारा चिकित्सक एवं स्वास्थकर्मी पर पत्थरवाजी की जा रही मगर तुम और तुम्हारी पार्टी वक शब्द नहीं कहती। धिक्कार है तुम पर मनोज। #CoronavirusPandemic https://t.co/oa4fPi80zh,Twitter for iPhone,,359317196.0,manojkjhadu,True,False,1833,0,IN,"Hajipur, India",city,339,375,,2010-05-23T03:27:25Z,False,hi
37071,1250614484671946753,2570204940,2020-04-16T02:38:23Z,indian_stockss,"Pay Cut is the best thing that can happen to You, It's anyday better than Job loss

 #covidindia #CoronavirusOutbreak",Twitter for Android,,,,False,False,35221,1,IN,"New Delhi, India",city,40244,182,,2014-06-16T04:34:59Z,False,en
